variete;parcelle;trait;arbre;uc.dep;EC1;EC2;EC3;EC4;EC5;ddeb;year;month;week;type;posit;diam;dsup;date.flo;fruits;pb;date.pb
cogshall;cly;T;7;1;0;;;;;07/07/2008;2008;7;28;F;A;4,8;NA;;NA;NA;
cogshall;cly;T;7;2;0;;;;;05/07/2007;2007;7;27;V;A;;NA;;NA;NA;
cogshall;cly;T;7;2;0;0;;;;03/11/2007;2007;11;44;V;A;;NA;;NA;NA;
cogshall;cly;T;7;3;0;;;;;07/07/2007;2007;7;27;V;A;;NA;;NA;NA;
cogshall;cly;T;7;2;0;0;0;;;11/06/2008;2008;6;24;F;A;6,4;NA;;1;NA;
cogshall;cly;T;7;3;0;0;0;;;22/06/2008;2008;6;26;F;A;6;NA;;NA;NA;
cogshall;cly;T;7;4;;;;;;20/10/2007;2007;10;42;F;L;;NA;;1;NA;
cogshall;cly;T;7;4;0;;;;;04/07/2008;2008;7;27;F;L;8,1;NA;;NA;NA;
cogshall;cly;T;7;5;;;;;;16/07/2007;2007;7;29;F;A;;NA;;NA;NA;
cogshall;cly;T;7;5;1;1;;;;24/06/2008;2008;6;26;F;A;3,7;NA;;NA;NA;
cogshall;cly;T;7;6;0;;;;;13/07/2008;2008;7;29;F;A;4,5;NA;;NA;NA;
cogshall;cly;T;7;7;0;;;;;31/10/2007;2007;10;44;V;A;5,3;NA;;NA;NA;
cogshall;cly;T;7;7;1;;;;;31/10/2007;2007;10;44;V;L;;NA;;NA;NA;
cogshall;cly;T;7;7;1;0;;;;27/06/2008;2008;6;26;F;A;4,9;NA;;NA;NA;
cogshall;cly;T;7;8;0;;;;;09/07/2007;2007;7;28;V;A;;NA;;NA;NA;
cogshall;cly;T;7;8;0;0;;;;25/10/2007;2007;10;43;V;A;;NA;;NA;NA;
cogshall;cly;T;7;8;0;0;;;;19/06/2008;2008;6;25;F;A;6,8;NA;;1;NA;
cogshall;cly;T;7;9;0;0;;;;15/06/2008;2008;6;25;F;A;7,4;NA;;NA;NA;
cogshall;cly;T;7;9;0;0;;;;21/06/2008;2008;6;25;F;L;;NA;;NA;NA;
cogshall;cly;T;7;9;0;0;;;;21/06/2008;2008;6;25;F;L;;NA;;NA;NA;
cogshall;cly;T;7;9;1;;;;;21/06/2008;2008;6;25;F;A;5,5;NA;;NA;NA;
cogshall;cly;T;7;10;0;;;;;05/07/2007;2007;7;27;V;A;4,8;NA;;NA;NA;
cogshall;cly;T;7;10;1;;;;;03/11/2007;2007;11;44;V;L;;NA;;NA;NA;
cogshall;cly;T;7;10;1;0;;;;29/06/2008;2008;6;27;F;A;6,7;NA;;NA;NA;
cogshall;cly;T;7;10;1;0;;;;03/07/2008;2008;7;27;F;L;7,1;NA;;1;NA;
cogshall;cly;T;7;10;2;;;;;03/11/2007;2007;11;44;V;L;;NA;;NA;NA;
cogshall;cly;T;7;10;2;0;;;;16/06/2008;2008;6;25;F;A;;NA;;1;NA;
cogshall;cly;T;7;10;2;0;;;;21/06/2008;2008;6;25;F;L;;NA;;NA;NA;
cogshall;cly;T;7;10;3;;;;;03/11/2007;2007;11;44;V;L;;NA;;NA;NA;
cogshall;cly;T;7;11;0;0;;;;19/06/2008;2008;6;25;F;A;5,8;NA;;NA;NA;
cogshall;cly;T;7;11;1;;;;;21/06/2008;2008;6;25;F;A;4,7;NA;;NA;NA;
cogshall;cly;T;7;12;0;0;;;;21/06/2008;2008;6;25;F;A;5,2;NA;;NA;NA;
cogshall;cly;T;7;13;0;;;;;16/07/2007;2007;7;29;V;A;;NA;;NA;NA;
cogshall;cly;T;7;13;1;;;;;31/10/2007;2007;10;44;V;L;;NA;;NA;NA;
cogshall;cly;T;7;13;1;0;;;;25/06/2008;2008;6;26;F;A;6,9;NA;;NA;NA;
cogshall;cly;T;7;13;2;;;;;31/10/2007;2007;10;44;V;L;;NA;;NA;NA;
cogshall;cly;T;7;13;2;0;;;;19/06/2008;2008;6;25;F;A;7,2;NA;;3;NA;
cogshall;cly;T;7;13;2;0;;;;21/06/2008;2008;6;25;F;L;;NA;;NA;NA;
cogshall;cly;T;7;13;2;0;;;;21/06/2008;2008;6;25;F;L;;NA;;NA;NA;
cogshall;cly;T;7;14;0;;;;;13/12/2007;2007;12;50;V;L;3,8;NA;;NA;NA;
cogshall;cly;T;7;15;;;;;;14/07/2007;2007;7;28;F;A;;NA;;NA;NA;
cogshall;cly;T;7;15;;;;;;13/10/2007;2007;10;41;F;L;6,7;NA;;1;NA;
cogshall;cly;T;7;15;1;;;;;21/10/2007;2007;10;43;V;L;;NA;;NA;NA;
cogshall;cly;T;7;16;;;;;;11/10/2008;2008;10;41;V;NA;7;NA;;NA;NA;
cogshall;cly;T;7;17;0;;;;;11/07/2007;2007;7;28;V;A;;NA;;NA;NA;
cogshall;cly;T;7;17;0;0;;;;11/12/2007;2007;12;50;V;A;5,1;NA;;NA;NA;
cogshall;cly;T;7;18;;;;;;NA;#VALEUR!;#VALEUR!;#VALEUR!;V;NA;;NA;;NA;P;27/12/2007
cogshall;cly;T;7;19;;;;;;14/10/2007;2007;10;42;F;L;;NA;;1;NA;
cogshall;cly;T;7;19;;;;;;19/10/2007;2007;10;42;F;L;;NA;;NA;NA;
cogshall;cly;T;7;20;0;;;;;13/07/2007;2007;7;28;V;A;;NA;;NA;NA;
cogshall;cly;T;7;20;;;;;;26/10/2007;2007;10;43;F;L;;NA;;NA;NA;
cogshall;cly;T;7;20;1;;;;;31/10/2007;2007;10;44;V;L;;NA;;NA;NA;
cogshall;cly;T;7;20;1;0;;;;21/06/2008;2008;6;25;F;A;4,8;NA;;NA;NA;
cogshall;cly;T;7;20;2;;;;;31/10/2007;2007;10;44;V;L;;NA;;NA;NA;
cogshall;cly;T;7;20;2;0;;;;12/06/2008;2008;6;24;F;A;9;NA;;NA;NA;
cogshall;cly;T;7;20;2;0;;;;16/06/2008;2008;6;25;F;L;;NA;;NA;NA;
cogshall;cly;T;7;20;2;0;;;;26/06/2008;2008;6;26;F;L;;NA;;NA;NA;
cogshall;cly;T;7;20;2;0;;;;21/06/2008;2008;6;25;F;L;;NA;;NA;NA;
cogshall;cly;T;7;20;2;0;1;;;13/03/2008;2008;3;11;V;L;4;NA;;NA;NA;
cogshall;cly;T;7;20;3;;;;;31/10/2007;2007;10;44;V;L;;NA;;NA;NA;
cogshall;cly;T;7;20;3;0;;;;13/06/2008;2008;6;24;F;A;6,9;NA;;NA;NA;
cogshall;cly;T;7;20;3;0;;;;19/06/2008;2008;6;25;F;L;;NA;;NA;NA;
cogshall;cly;T;7;20;3;0;;;;19/06/2008;2008;6;25;F;L;;NA;;NA;NA;
cogshall;cly;T;7;21;;;;;;21/10/2007;2007;10;43;F;L;;NA;;NA;NA;
cogshall;cly;T;7;21;0;;;;;11/07/2007;2007;7;28;V;A;;NA;;NA;NA;
cogshall;cly;T;7;21;1;;;;;20/10/2007;2007;10;42;V;L;;NA;;NA;NA;
cogshall;cly;T;7;22;0;;;;;13/12/2007;2007;12;50;V;L;5,9;NA;;NA;NA;
cogshall;cly;T;7;23;;;;;;NA;#VALEUR!;#VALEUR!;#VALEUR!;V;NA;4,9;NA;;NA;NA;
cogshall;cly;T;7;24;0;;;;;07/07/2007;2007;7;27;V;A;;NA;;NA;NA;
cogshall;cly;T;7;24;0;0;;;;25/06/2008;2008;6;26;F;A;4,7;NA;;NA;NA;
cogshall;cly;T;7;26;0;;;;;05/07/2007;2007;7;27;V;A;;NA;;NA;NA;
cogshall;cly;T;7;26;0;0;;;;03/11/2007;2007;11;44;V;A;;NA;;NA;NA;
cogshall;cly;T;7;26;0;0;0;;;18/06/2008;2008;6;25;F;A;8,7;NA;;NA;NA;
cogshall;cly;T;7;26;0;0;0;;;20/06/2008;2008;6;25;F;L;;NA;;NA;NA;
cogshall;cly;T;7;26;0;0;0;;;20/06/2008;2008;6;25;F;L;;NA;;NA;NA;
cogshall;cly;T;7;26;0;0;0;;;21/06/2008;2008;6;25;F;L;;NA;;NA;NA;
cogshall;cly;T;7;26;0;0;0;;;21/06/2008;2008;6;25;F;L;;NA;;NA;NA;
cogshall;cly;T;7;26;0;1;0;;;09/07/2008;2008;7;28;F;A;6,7;NA;;NA;NA;
cogshall;cly;T;7;26;0;1;0;;;24/06/2008;2008;6;26;F;L;;NA;;NA;NA;
cogshall;cly;T;7;26;0;1;0;;;09/07/2008;2008;7;28;F;L;;NA;;NA;NA;
cogshall;cly;T;7;26;0;2;0;;;21/06/2008;2008;6;25;F;A;9;NA;;NA;NA;
cogshall;cly;T;7;26;0;2;0;;;21/06/2008;2008;6;25;F;L;;NA;;NA;NA;
cogshall;cly;T;7;26;0;2;0;;;21/06/2008;2008;6;25;F;L;;NA;;NA;NA;
cogshall;cly;T;7;26;0;2;0;;;22/06/2008;2008;6;26;F;L;;NA;;NA;NA;
cogshall;cly;T;7;26;0;2;0;;;22/06/2008;2008;6;26;F;L;;NA;;NA;NA;
cogshall;cly;T;7;26;1;;;;;03/11/2007;2007;11;44;V;L;;NA;;NA;NA;
cogshall;cly;T;7;26;2;;;;;03/11/2007;2007;11;44;V;L;;NA;;NA;NA;
cogshall;cly;T;7;27;0;0;;;;22/06/2008;2008;6;26;F;A;7,3;NA;;NA;NA;
cogshall;cly;T;7;28;0;;;;;12/07/2007;2007;7;28;V;A;;NA;;NA;NA;
cogshall;cly;T;7;28;0;0;;;;25/10/2007;2007;10;43;V;A;;NA;;NA;NA;
cogshall;cly;T;7;28;0;1;;;;26/06/2008;2008;6;26;F;A;4;NA;;NA;NA;
cogshall;cly;T;7;28;0;2;;;;23/06/2008;2008;6;26;F;A;5,2;NA;;NA;NA;
cogshall;cly;T;7;28;1;;;;;25/10/2007;2007;10;43;V;L;;NA;;NA;NA;
cogshall;cly;T;7;28;1;0;;;;14/06/2008;2008;6;24;F;A;8,7;NA;;1;NA;
cogshall;cly;T;7;28;1;0;;;;16/06/2008;2008;6;25;F;L;;NA;;1;NA;
cogshall;cly;T;7;28;1;0;;;;17/06/2008;2008;6;25;F;L;;NA;;NA;NA;
cogshall;cly;T;7;28;1;0;;;;19/06/2008;2008;6;25;F;L;;NA;;NA;NA;
cogshall;cly;T;7;28;2;;;;;25/10/2007;2007;10;43;V;L;;NA;;NA;NA;
cogshall;cly;T;7;28;2;0;;;;09/06/2008;2008;6;24;F;A;7,9;NA;;NA;NA;
cogshall;cly;T;7;28;2;0;;;;11/06/2008;2008;6;24;F;L;;NA;;NA;NA;
cogshall;cly;T;7;28;2;0;;;;14/06/2008;2008;6;24;F;L;;NA;;NA;NA;
cogshall;cly;T;7;28;2;0;;;;19/06/2008;2008;6;25;F;L;;NA;;NA;NA;
cogshall;cly;T;7;28;3;;;;;25/10/2007;2007;10;43;V;L;;NA;;NA;NA;
cogshall;cly;T;7;29;0;;;;;13/12/2007;2007;12;50;V;L;7,9;NA;;NA;NA;
cogshall;cly;T;7;30;0;;;;;13/12/2007;2007;12;50;V;L;5,4;NA;;NA;NA;
cogshall;cly;T;7;31;;;;;;11/07/2007;2007;7;28;VF;A;;NA;;NA;NA;
cogshall;cly;T;7;31;0;;;;;12/07/2007;2007;7;28;V;L;4,4;NA;;NA;NA;
cogshall;cly;T;7;32;0;0;;;;24/06/2008;2008;6;26;F;A;;NA;;NA;NA;
cogshall;cly;T;7;33;0;;;;;20/10/2007;2007;10;42;V;A;8,9;NA;;NA;NA;
cogshall;cly;T;7;34;;;;;;15/10/2007;2007;10;42;F;A;8,9;NA;;3;NA;
cogshall;cly;T;7;35;;;;;;11/07/2007;2007;7;28;F;A;;NA;;NA;NA;
cogshall;cly;T;7;35;;;;;;12/10/2007;2007;10;41;F;L;;NA;;3;NA;
cogshall;cly;T;7;35;;;;;;12/10/2007;2007;10;41;F;L;;NA;;NA;NA;
cogshall;cly;T;7;36;0;;;;;06/09/2008;2008;9;36;F;A;5,5;NA;;NA;NA;
cogshall;cly;T;7;37;0;;;;;08/07/2007;2007;7;28;V;A;;NA;;NA;NA;
cogshall;cly;T;7;37;0;0;;;;22/08/2008;2008;8;34;F;A;6,7;NA;;NA;NA;
cogshall;cly;T;7;38;;;;;;18/10/2007;2007;10;42;F;A;8,5;NA;;2;NA;
cogshall;cly;T;7;39;;;;;;08/10/2007;2007;10;41;F;A;5,5;NA;;NA;NA;
cogshall;cly;T;7;40;0;0;;;;08/07/2008;2008;7;28;F;L;9,2;NA;;NA;NA;
cogshall;cly;T;7;40;1;;;;;03/11/2007;2007;11;44;V;L;;NA;;NA;NA;
cogshall;cly;T;7;41;0;;;;;18/07/2007;2007;7;29;V;A;;NA;;NA;NA;
cogshall;cly;T;7;40;;;;;;16/06/2008;2008;6;25;F;A;;NA;;NA;NA;
cogshall;cly;T;7;40;;;;;;19/06/2008;2008;6;25;F;L;;NA;;NA;NA;
cogshall;cly;T;7;41;;;;;;14/06/2008;2008;6;24;F;A;7;NA;;NA;NA;
cogshall;cly;T;7;41;;;;;;14/06/2008;2008;6;24;F;L;;NA;;NA;NA;
cogshall;cly;T;7;41;;;;;;14/06/2008;2008;6;24;F;L;;NA;;NA;NA;
cogshall;cly;T;7;41;;;;;;14/06/2008;2008;6;24;F;L;;NA;;NA;NA;
cogshall;cly;T;7;41;;;;;;14/06/2008;2008;6;24;F;L;;NA;;NA;NA;
cogshall;cly;T;7;42;;;;;;12/10/2007;2007;10;41;F;A;9,7;NA;;1;NA;
cogshall;cly;T;7;43;0;;;;;16/07/2007;2007;7;29;V;A;;NA;;NA;NA;
cogshall;cly;T;7;43;0;;;;;08/06/2008;2008;6;24;F;A;7,1;NA;;NA;NA;
cogshall;cly;T;7;43;0;;;;;08/06/2008;2008;6;24;F;L;;NA;;NA;NA;
cogshall;cly;T;7;43;0;;;;;08/06/2008;2008;6;24;F;L;;NA;;NA;NA;
cogshall;cly;T;7;43;0;;;;;08/06/2008;2008;6;24;F;L;;NA;;NA;NA;
cogshall;cly;T;7;44;0;;;;;05/07/2007;2007;7;27;V;A;;NA;;NA;NA;
cogshall;cly;T;7;44;0;0;0;;;20/10/2007;2007;10;42;V;A;;NA;;NA;NA;
cogshall;cly;T;7;44;0;0;0;;;12/06/2008;2008;6;24;F;A;6,2;NA;;1;NA;
cogshall;cly;T;7;45;;;;;;12/10/2007;2007;10;41;F;A;7,5;NA;;2;NA;
cogshall;cly;T;7;46;0;;;;;18/07/2007;2007;7;29;V;A;;NA;;NA;NA;
cogshall;cly;T;7;46;1;;;;;20/12/2007;2007;12;51;V;L;4,7;NA;;NA;NA;
cogshall;cly;T;7;47;0;;;;;06/07/2007;2007;7;27;V;A;;NA;;NA;NA;
cogshall;cly;T;7;47;0;0;0;;;24/06/2008;2008;6;26;F;A;9,2;NA;;NA;NA;
cogshall;cly;T;7;47;0;0;0;;;24/06/2008;2008;6;26;F;L;;NA;;NA;NA;
cogshall;cly;T;7;47;0;0;0;;;24/06/2008;2008;6;26;F;L;;NA;;NA;NA;
cogshall;cly;T;7;47;0;0;0;;;26/06/2008;2008;6;26;F;L;;NA;;NA;NA;
cogshall;cly;T;7;47;0;1;0;;;24/06/2008;2008;6;26;F;A;5,7;NA;;NA;NA;
cogshall;cly;T;7;47;0;2;;;;25/10/2007;2007;10;43;V;L;3,8;NA;;NA;NA;
cogshall;cly;T;7;47;0;3;0;;;21/06/2008;2008;6;25;F;A;6,7;NA;;NA;NA;
cogshall;cly;T;7;47;0;3;0;;;22/06/2008;2008;6;26;F;L;;NA;;NA;NA;
cogshall;cly;T;7;47;0;3;0;;;22/06/2008;2008;6;26;F;L;;NA;;NA;NA;
cogshall;cly;T;7;48;0;;;;;06/07/2007;2007;7;27;V;A;;NA;;NA;NA;
cogshall;cly;T;7;48;0;0;;;;31/10/2007;2007;10;44;V;A;10;NA;;NA;NA;
cogshall;cly;T;7;48;0;0;0;;;16/06/2008;2008;6;25;F;A;;NA;;NA;NA;
cogshall;cly;T;7;48;0;0;0;;;14/06/2008;2008;6;24;F;L;;NA;;NA;NA;
cogshall;cly;T;7;48;0;0;0;;;17/06/2008;2008;6;25;F;L;;NA;;NA;NA;
cogshall;cly;T;7;48;0;0;0;;;24/06/2008;2008;6;26;F;L;;NA;;NA;NA;
cogshall;cly;T;7;48;0;1;;;;13/12/2007;2007;12;50;V;L;4,1;NA;;NA;NA;
cogshall;cly;T;7;48;2;;;;;11/06/2008;2008;6;24;F;A;5;NA;;NA;NA;
cogshall;cly;T;7;49;0;;;;;08/11/2007;2007;11;45;V;L;6,2;NA;;NA;NA;
cogshall;cly;T;7;50;;;;;;28/06/2008;2008;6;26;F;L;5,5;NA;;NA;NA;
cogshall;cly;T;7;51;0;;;;;05/07/2007;2007;7;27;V;A;;NA;;NA;NA;
cogshall;cly;T;7;51;0;0;0;;;20/06/2008;2008;6;25;F;A;8,5;NA;;NA;NA;
cogshall;cly;T;7;51;0;0;0;;;20/06/2008;2008;6;25;F;L;;NA;;NA;NA;
cogshall;cly;T;7;51;0;3;0;;;12/06/2008;2008;6;24;F;A;7,2;NA;;NA;NA;
cogshall;cly;T;7;51;0;3;0;;;14/06/2008;2008;6;24;F;L;;NA;;1;NA;
cogshall;cly;T;7;51;0;3;0;;;14/06/2008;2008;6;24;F;L;;NA;;1;NA;
cogshall;cly;T;7;51;0;1;0;;;09/06/2008;2008;6;24;F;A;7,6;NA;;NA;NA;
cogshall;cly;T;7;51;0;1;0;;;14/06/2008;2008;6;24;F;L;;NA;;NA;NA;
cogshall;cly;T;7;51;0;2;;;;23/06/2008;2008;6;26;F;A;3,1;NA;;NA;NA;
cogshall;cly;T;7;52;0;;;;;25/10/2007;2007;10;43;V;A;;NA;;NA;NA;
cogshall;cly;T;7;52;0;0;;;;26/06/2008;2008;6;26;F;A;7;NA;;NA;NA;
cogshall;cly;T;7;52;0;0;;;;03/07/2008;2008;7;27;F;L;;NA;;1;NA;
cogshall;cly;T;7;52;0;0;;;;03/07/2008;2008;7;27;F;L;;NA;;NA;NA;
cogshall;cly;T;7;52;0;0;;;;03/07/2008;2008;7;27;F;L;;NA;;NA;NA;
cogshall;cly;T;7;52;0;0;;;;03/07/2008;2008;7;27;F;L;;NA;;NA;NA;
cogshall;cly;T;7;53;0;;;;;21/10/2007;2007;10;43;V;A;;NA;;NA;NA;
cogshall;cly;T;7;53;0;0;;;;26/06/2008;2008;6;26;F;A;7,2;NA;;1;NA;
cogshall;cly;T;7;54;0;0;;;;27/06/2008;2008;6;26;F;L;4,9;NA;;NA;NA;
cogshall;cly;T;7;54;0;1;0;;;09/07/2008;2008;7;28;F;L;4,6;NA;;NA;NA;
cogshall;cly;T;7;54;0;1;0;;;09/07/2008;2008;7;28;F;L;;NA;;NA;NA;
cogshall;cly;T;7;54;0;1;0;;;26/06/2008;2008;6;26;F;L;;NA;;NA;NA;
cogshall;cly;T;7;54;0;1;0;;;09/07/2008;2008;7;28;F;L;;NA;;NA;NA;
cogshall;cly;T;7;54;0;1;0;;;09/07/2008;2008;7;28;F;L;;NA;;NA;NA;
cogshall;cly;T;7;54;0;2;0;;;11/07/2008;2008;7;28;F;L;6;NA;;NA;NA;
cogshall;cly;T;7;54;0;2;0;;;11/07/2008;2008;7;28;F;L;;NA;;NA;NA;
cogshall;cly;T;7;54;0;2;0;;;11/07/2008;2008;7;28;F;L;;NA;;NA;NA;
cogshall;cly;T;7;54;0;2;0;;;11/07/2008;2008;7;28;F;L;;NA;;NA;NA;
cogshall;cly;T;7;54;0;2;0;;;11/07/2008;2008;7;28;F;L;;NA;;NA;NA;
cogshall;cly;T;7;54;1;;;;;31/10/2007;2007;10;44;V;L;;NA;;NA;NA;
cogshall;cly;T;7;54;2;;;;;31/10/2007;2007;10;44;V;L;;NA;;NA;NA;
cogshall;cly;T;7;54;3;;;;;31/10/2007;2007;10;44;V;L;;NA;;NA;NA;
cogshall;cly;T;7;55;0;0;;;;06/07/2008;2008;7;28;F;A;4,9;NA;;NA;NA;
cogshall;cly;T;7;56;0;;;;;04/07/2007;2007;7;27;V;A;;NA;;NA;NA;
cogshall;cly;T;7;56;0;0;0;;;28/06/2008;2008;6;26;F;A;9,4;NA;;NA;NA;
cogshall;cly;T;7;56;0;0;0;;;21/06/2008;2008;6;25;F;L;;NA;;NA;NA;
cogshall;cly;T;7;56;0;0;0;;;21/06/2008;2008;6;25;F;L;;NA;;NA;NA;
cogshall;cly;T;7;56;0;0;0;;;30/06/2008;2008;6;27;F;L;;NA;;NA;NA;
cogshall;cly;T;7;56;0;0;0;;;30/06/2008;2008;6;27;F;L;;NA;;NA;NA;
cogshall;cly;T;7;56;0;0;0;;;30/06/2008;2008;6;27;F;L;;NA;;NA;NA;
cogshall;cly;T;7;56;0;1;0;;;21/06/2008;2008;6;25;F;A;7,3;NA;;NA;NA;
cogshall;cly;T;7;56;0;1;0;;;21/06/2008;2008;6;25;F;L;;NA;;NA;NA;
cogshall;cly;T;7;56;0;1;0;;;21/06/2008;2008;6;25;F;L;;NA;;NA;NA;
cogshall;cly;T;7;56;2;;;;;02/06/2008;2008;6;23;F;A;3,1;NA;;NA;NA;
cogshall;cly;T;7;57;;;;;;NA;#VALEUR!;#VALEUR!;#VALEUR!;V;NA;6,2;NA;;NA;NA;
cogshall;cly;T;7;58;0;;;;;06/07/2007;2007;7;27;V;A;;NA;;NA;NA;
cogshall;cly;T;7;58;0;1;;;;25/10/2007;2007;10;43;V;L;3,1;NA;;NA;NA;
cogshall;cly;T;7;58;0;0;;;;03/11/2007;2007;11;44;V;A;;NA;;NA;NA;
cogshall;cly;T;7;58;0;0;0;;;13/12/2007;2007;12;50;V;A;7,2;NA;;NA;NA;
cogshall;cly;T;7;58;0;2;0;0;;27/08/2008;2008;8;35;F;L;9,1;NA;;NA;NA;
cogshall;cly;T;7;58;0;2;0;0;;27/08/2008;2008;8;35;F;L;;NA;;NA;NA;
cogshall;cly;T;7;58;0;2;0;0;;28/08/2008;2008;8;35;F;L;;NA;;NA;NA;
cogshall;cly;T;7;58;0;2;0;1;;22/08/2008;2008;8;34;F;A;;NA;;NA;NA;
cogshall;cly;T;7;58;0;2;0;2;;01/09/2008;2008;9;36;F;A;;NA;;2;NA;
cogshall;cly;T;7;58;0;2;0;3;;23/08/2008;2008;8;34;F;A;5,3;NA;;NA;NA;
cogshall;cly;T;7;58;1;;;;;03/11/2007;2007;11;44;V;L;;NA;;NA;NA;
cogshall;cly;T;7;59;;;;;;19/06/2008;2008;6;25;F;L;4,8;NA;;NA;NA;
