variete;parcelle;trait;arbre;uc.dep;EC1;EC2;EC3;EC4;EC5;ddeb;year;month;week;type;posit;diam;dsup;date.flo;fruits;pb;date.pb
cogshall;cly;T;7;59;0;;;;;18/07/2007;2007;7;29;V;A;;NA;;NA;NA;
cogshall;cly;T;7;60;;;;;;NA;#VALEUR!;#VALEUR!;#VALEUR!;V;NA;4,4;NA;;NA;NA;
cogshall;cly;T;3;1;;;;;;NA;#VALEUR!;#VALEUR!;#VALEUR!;V;NA;7,1;NA;;NA;NA;
cogshall;cly;T;3;2;;;;;;NA;#VALEUR!;#VALEUR!;#VALEUR!;V;NA;6,6;NA;;NA;NA;
cogshall;cly;T;3;3;;;;;;NA;#VALEUR!;#VALEUR!;#VALEUR!;V;NA;4,8;NA;;NA;NA;
cogshall;cly;T;3;4;;;;;;NA;#VALEUR!;#VALEUR!;#VALEUR!;V;NA;5,2;NA;;NA;NA;
cogshall;cly;T;3;5;1;;;;;24/08/2008;2008;8;35;F;A;5,2;NA;;1;NA;
cogshall;cly;T;3;6;1;;;;;24/08/2008;2008;8;35;F;A;3,7;NA;;NA;NA;
cogshall;cly;T;3;6;2;;;;;30/08/2008;2008;8;35;F;A;3,4;NA;;NA;NA;
cogshall;cly;T;3;6;3;;;;;14/08/2008;2008;8;33;F;A;3,5;NA;;NA;NA;
cogshall;cly;T;3;7;;;;;;20/06/2008;2008;6;25;F;L;3,9;NA;;NA;NA;
cogshall;cly;T;3;7;;;;;;21/06/2008;2008;6;25;F;L;;NA;;NA;NA;
cogshall;cly;T;3;7;;;;;;30/08/2008;2008;8;35;F;L;;NA;;NA;NA;
cogshall;cly;T;3;8;;;;;;03/07/2008;2008;7;27;F;L;9,4;NA;;NA;NA;
cogshall;cly;T;3;9;1;;;;;11/09/2008;2008;9;37;F;A;9;NA;;NA;NA;
cogshall;cly;T;3;10;;;;;;30/08/2008;2008;8;35;F;L;9,2;NA;;NA;NA;
cogshall;cly;T;3;11;1;0;0;;;30/08/2008;2008;8;35;F;A;7,7;NA;;NA;NA;
cogshall;cly;T;3;11;1;0;0;;;22/08/2008;2008;8;34;F;A;;NA;;1;NA;
cogshall;cly;T;3;11;1;0;0;;;18/08/2008;2008;8;34;F;A;;NA;15/09/2008;NA;NA;
cogshall;cly;T;3;11;1;0;1;;;30/08/2008;2008;8;35;F;A;4,8;NA;;NA;NA;
cogshall;cly;T;3;11;1;0;2;;;07/09/2008;2008;9;37;F;A;5,1;NA;;NA;NA;
cogshall;cly;T;3;11;2;;;;;21/08/2008;2008;8;34;F;A;5,2;NA;;NA;NA;
cogshall;cly;T;3;11;3;;;;;20/08/2008;2008;8;34;F;A;7,5;NA;;1;NA;
cogshall;cly;T;3;11;3;;;;;22/08/2008;2008;8;34;F;L;;NA;;NA;NA;
cogshall;cly;T;3;12;1;;;;;21/02/2008;2008;2;8;V;L;3;NA;;NA;NA;
cogshall;cly;T;3;13;;;;;;03/09/2008;2008;9;36;F;L;5,8;NA;;NA;NA;
cogshall;cly;T;3;13;;;;;;01/09/2008;2008;9;36;F;L;;NA;;NA;NA;
cogshall;cly;T;3;14;;;;;;22/08/2008;2008;8;34;F;L;5,6;NA;;1;NA;
cogshall;cly;T;3;14;;;;;;21/08/2008;2008;8;34;F;L;;NA;;NA;NA;
cogshall;cly;T;3;15;1;0;;;;31/07/2008;2008;7;31;F;A;4,9;NA;;1;NA;
cogshall;cly;T;3;15;2;0;0;;;11/08/2008;2008;8;33;F;A;5,8;NA;;1;NA;
cogshall;cly;T;3;15;3;0;;;;02/08/2008;2008;8;31;F;A;4,3;NA;;1;NA;
cogshall;cly;T;3;15;4;;;;;11/10/2007;2007;10;41;V;L;3,1;NA;;NA;NA;
cogshall;cly;T;3;15;5;0;;;;30/07/2008;2008;7;31;F;A;5,6;NA;;1;NA;
cogshall;cly;T;3;15;6;;;;;11/10/2007;2007;10;41;V;L;3,2;NA;;NA;NA;
cogshall;cly;T;3;16;;;;;;24/07/2007;2007;7;30;F;A;;NA;;NA;NA;
cogshall;cly;T;3;16;;;;;;22/10/2007;2007;10;43;FV;L;;NA;;NA;NA;
cogshall;cly;T;3;16;1;;;;;NA;#VALEUR!;#VALEUR!;#VALEUR!;V;NA;2,4;NA;;NA;NA;
cogshall;cly;T;3;16;2;;;;;18/08/2008;2008;8;34;F;A;3;NA;;NA;NA;
cogshall;cly;T;3;16;3;;;;;19/08/2008;2008;8;34;F;A;3,5;NA;;NA;NA;
cogshall;cly;T;3;16;4;;;;;17/08/2008;2008;8;34;F;A;3,2;NA;;NA;NA;
cogshall;cly;T;3;17;;;;;;31/07/2007;2007;7;31;F;A;6,1;NA;;NA;NA;
cogshall;cly;T;3;17;;;;;;03/10/2007;2007;10;40;F;L;;NA;;1;NA;
cogshall;cly;T;3;17;;;;;;05/10/2007;2007;10;40;F;L;;NA;;1;NA;
cogshall;cly;T;3;17;;;;;;06/10/2007;2007;10;40;F;L;;NA;;NA;NA;
cogshall;cly;T;3;17;;;;;;06/10/2007;2007;10;40;F;L;;NA;;NA;NA;
cogshall;cly;T;3;18;;;;;;24/07/2007;2007;7;30;F;A;;NA;;NA;NA;
cogshall;cly;T;3;18;;;;;;12/10/2007;2007;10;41;F;L;;NA;;NA;NA;
cogshall;cly;T;3;18;;;;;;12/10/2007;2007;10;41;F;L;;NA;;NA;NA;
cogshall;cly;T;3;18;;;;;;13/10/2007;2007;10;41;F;L;;NA;;NA;NA;
cogshall;cly;T;3;18;;;;;;19/10/2007;2007;10;42;F;L;;NA;;NA;NA;
cogshall;cly;T;3;18;1;;;;;17/01/2008;2008;1;3;V;L;2,9;NA;;NA;NA;
cogshall;cly;T;3;19;;;;;;NA;#VALEUR!;#VALEUR!;#VALEUR!;V;NA;;NA;;NA;S;18/09/2008
cogshall;cly;T;3;20;0;0;0;;;NA;#VALEUR!;#VALEUR!;#VALEUR!;V;NA;4,3;NA;;NA;NA;
cogshall;cly;T;3;21;1;;;;;07/08/2008;2008;8;32;F;A;3,4;NA;;NA;NA;
cogshall;cly;T;3;22;0;;;;;20/10/2007;2007;10;42;V;A;;NA;;NA;NA;
cogshall;cly;T;3;22;0;0;;;;13/12/2007;2007;12;50;V;A;6,2;NA;;NA;NA;
cogshall;cly;T;3;23;;;;;;30/06/2008;2008;6;27;F;L;4,2;NA;;NA;NA;
cogshall;cly;T;3;24;;;;;;20/10/2007;2007;10;42;VF;A;;NA;;NA;NA;
cogshall;cly;T;3;24;0;0;;;;08/08/2008;2008;8;32;F;A;4,8;NA;;NA;NA;
cogshall;cly;T;3;25;;;;;;25/07/2007;2007;7;30;F;A;;NA;;NA;NA;
cogshall;cly;T;3;25;1;0;;;;21/07/2008;2008;7;30;F;A;4,5;NA;;NA;NA;
cogshall;cly;T;3;25;2;0;;;;24/07/2008;2008;7;30;F;A;4,9;NA;;1;NA;
cogshall;cly;T;3;26;;;;;;09/10/2007;2007;10;41;F;A;;NA;;NA;NA;
cogshall;cly;T;3;26;1;;;;;21/07/2008;2008;7;30;F;A;4,5;NA;;NA;NA;
cogshall;cly;T;3;27;;;;;;11/07/2007;2007;7;28;F;A;;NA;;NA;NA;
cogshall;cly;T;3;27;1;;;;;22/10/2007;2007;10;43;V;L;;NA;;NA;NA;
cogshall;cly;T;3;27;1;0;0;;;26/06/2008;2008;6;26;F;A;7,3;NA;;NA;NA;
cogshall;cly;T;3;27;2;;;;;31/10/2007;2007;10;44;V;L;;NA;;NA;NA;
cogshall;cly;T;3;27;2;0;0;;;28/06/2008;2008;6;26;F;A;5;NA;;NA;NA;
cogshall;cly;T;3;27;3;;;;;31/10/2007;2007;10;44;V;L;;NA;;NA;NA;
cogshall;cly;T;3;27;3;0;0;;;11/06/2008;2008;6;24;F;A;7,4;NA;;NA;NA;
cogshall;cly;T;3;27;3;0;0;;;13/06/2008;2008;6;24;F;L;;NA;;NA;NA;
cogshall;cly;T;3;28;;;;;;11/07/2007;2007;7;28;F;A;;NA;;NA;NA;
cogshall;cly;T;3;28;1;;;;;31/10/2007;2007;10;44;V;L;2,8;NA;;NA;NA;
cogshall;cly;T;3;28;1;;;;;08/08/2008;2008;8;32;F;A;;NA;;NA;NA;
cogshall;cly;T;3;28;2;;;;;31/10/2007;2007;10;44;V;L;;NA;;NA;NA;
cogshall;cly;T;3;28;2;0;0;;;NA;#VALEUR!;#VALEUR!;#VALEUR!;V;NA;6,6;NA;;NA;NA;
cogshall;cly;T;3;28;3;;;;;31/10/2007;2007;10;44;V;L;;NA;;NA;NA;
cogshall;cly;T;3;28;3;0;0;;;10/01/2008;2008;1;2;V;L;6,8;NA;;NA;NA;
cogshall;cly;T;3;28;4;;;;;31/10/2007;2007;10;44;V;L;;NA;;NA;NA;
cogshall;cly;T;3;28;4;;;;;12/10/2007;2007;10;41;V;L;3;NA;;NA;NA;
cogshall;cly;T;3;28;5;;;;;31/10/2007;2007;10;44;V;L;;NA;;NA;NA;
cogshall;cly;T;3;28;5;0;;;;10/01/2008;2008;1;2;V;L;3,8;NA;;NA;NA;
cogshall;cly;T;3;29;;;;;;15/10/2007;2007;10;42;F;A;;NA;;NA;NA;
cogshall;cly;T;3;29;;;;;;17/08/2008;2008;8;34;F;L;6,2;NA;;NA;NA;
cogshall;cly;T;3;30;;;;;;21/10/2007;2007;10;43;FV;A;4,4;NA;;NA;S;20/11/2008
cogshall;cly;T;3;31;;;;;;19/10/2007;2007;10;42;VF;A;;NA;;NA;NA;
cogshall;cly;T;3;31;0;;;;;24/01/2008;2008;1;4;V;A;6,3;NA;;NA;NA;
cogshall;cly;T;3;32;;;;;;20/10/2007;2007;10;42;F;A;6,3;NA;;2;NA;
cogshall;cly;T;3;33;0;;;;;20/10/2007;2007;10;42;V;A;;NA;;NA;NA;
cogshall;cly;T;3;33;0;;;;;14/08/2008;2008;8;33;F;A;5;NA;;NA;NA;
cogshall;cly;T;3;33;0;;;;;14/08/2008;2008;8;33;F;L;;NA;;1;NA;
cogshall;cly;T;3;34;;;;;;24/10/2007;2007;10;43;FV;A;;NA;;NA;NA;
cogshall;cly;T;3;34;0;;;;;11/10/2007;2007;10;41;V;A;3,3;NA;;NA;NA;
cogshall;cly;T;3;35;;;;;;NA;#VALEUR!;#VALEUR!;#VALEUR!;V;NA;4,7;NA;;NA;NA;
cogshall;cly;T;3;36;;;;;;16/10/2007;2007;10;42;F;A;;NA;;1;NA;
cogshall;cly;T;3;36;;;;;;15/08/2008;2008;8;33;F;L;7,3;NA;;NA;NA;
cogshall;cly;T;3;37;;;;;;21/10/2007;2007;10;43;VF;A;;NA;;NA;NA;
cogshall;cly;T;3;37;0;0;0;;;14/02/2008;2008;2;7;V;A;4,9;NA;;NA;NA;
cogshall;cly;T;3;38;;;;;;01/08/2007;2007;8;31;F;A;;NA;;NA;NA;
cogshall;cly;T;3;38;;;;;;18/08/2008;2008;8;34;F;L;;NA;;NA;NA;
cogshall;cly;T;3;38;1;;;;;24/10/2007;2007;10;43;V;L;3,3;NA;;NA;NA;
cogshall;cly;T;3;38;2;;;;;24/10/2007;2007;10;43;V;L;4;NA;;NA;NA;
cogshall;cly;T;3;39;0;;;;;31/10/2007;2007;10;44;V;A;;NA;;NA;NA;
cogshall;cly;T;3;39;0;;;;;15/08/2008;2008;8;33;F;A;3,7;NA;;NA;NA;
cogshall;cly;T;3;40;;;;;;20/10/2007;2007;10;42;F;A;6;NA;;1;NA;
cogshall;cly;T;3;41;;;;;;31/07/2007;2007;7;31;F;A;;NA;;NA;NA;
cogshall;cly;T;3;41;;;;;;19/10/2007;2007;10;42;F;L;;NA;;NA;NA;
cogshall;cly;T;3;41;;;;;;19/10/2007;2007;10;42;F;L;;NA;;NA;NA;
cogshall;cly;T;3;41;;;;;;19/10/2007;2007;10;42;F;L;;NA;;NA;NA;
cogshall;cly;T;3;41;;;;;;18/08/2008;2008;8;34;F;L;;NA;;NA;NA;
cogshall;cly;T;3;41;;;;;;17/08/2008;2008;8;34;F;L;;NA;;NA;NA;
cogshall;cly;T;3;41;;;;;;17/08/2008;2008;8;34;F;L;;NA;;NA;NA;
cogshall;cly;T;3;41;1;;;;;18/08/2008;2008;8;34;F;A;5,4;NA;;NA;NA;
cogshall;cly;T;3;41;1;;;;;19/08/2008;2008;8;34;F;L;;NA;;NA;NA;
cogshall;cly;T;3;41;1;;;;;17/08/2008;2008;8;34;F;L;;NA;;NA;NA;
cogshall;cly;T;3;42;;;;;;11/06/2008;2008;6;24;F;A;3,7;NA;;NA;NA;
cogshall;cly;T;3;43;;;;;;21/10/2007;2007;10;43;F;A;;NA;;1;NA;
cogshall;cly;T;3;43;;;;;;06/08/2008;2008;8;32;F;L;6,2;NA;;NA;NA;
cogshall;cly;T;3;43;;;;;;18/08/2008;2008;8;34;F;L;;NA;;NA;NA;
cogshall;cly;T;3;44;;;;;;22/10/2007;2007;10;43;F;A;4,4;NA;;NA;NA;
cogshall;cly;T;3;45;;;;;;04/08/2007;2007;8;31;F;A;;NA;;NA;NA;
cogshall;cly;T;3;45;;;;;;11/10/2007;2007;10;41;F;L;;NA;;NA;NA;
cogshall;cly;T;3;45;;;;;;20/10/2007;2007;10;42;F;L;;NA;;NA;NA;
cogshall;cly;T;3;45;;;;;;18/06/2008;2008;6;25;F;L;7,7;NA;;NA;NA;
cogshall;cly;T;3;45;;;;;;16/06/2008;2008;6;25;F;L;;NA;;NA;NA;
cogshall;cly;T;3;45;;;;;;24/06/2008;2008;6;26;F;L;;NA;;NA;NA;
cogshall;cly;T;3;46;;;;;;11/08/2008;2008;8;33;F;L;;NA;;NA;NA;
cogshall;cly;T;3;46;1;;;;;22/10/2007;2007;10;43;V;L;5,5;NA;;NA;NA;
cogshall;cly;T;3;46;2;;;;;23/10/2007;2007;10;43;V;L;3,3;NA;;NA;NA;
cogshall;cly;T;3;46;3;;;;;23/10/2007;2007;10;43;V;L;;NA;;NA;NA;
cogshall;cly;T;3;47;0;;;;;03/11/2007;2007;11;44;V;A;;NA;;NA;NA;
cogshall;cly;T;3;47;0;;;;;10/08/2008;2008;8;33;F;A;5,9;NA;;NA;NA;
cogshall;cly;T;3;47;1;;;;;13/12/2007;2007;12;50;V;L;2,6;NA;;NA;NA;
cogshall;cly;T;3;48;;;;;;22/07/2007;2007;7;30;F;A;5,3;NA;;NA;NA;
cogshall;cly;T;3;48;;;;;;22/10/2007;2007;10;43;F;L;;NA;;NA;NA;
cogshall;cly;T;3;48;;;;;;24/10/2007;2007;10;43;F;L;;NA;;NA;NA;
cogshall;cly;T;3;48;;;;;;24/10/2007;2007;10;43;F;L;;NA;;NA;NA;
cogshall;cly;T;3;48;;;;;;24/10/2007;2007;10;43;F;L;;NA;;NA;NA;
cogshall;cly;T;3;49;;;;;;31/07/2007;2007;7;31;F;A;;NA;;NA;NA;
cogshall;cly;T;3;49;1;;;;;03/11/2007;2007;11;44;V;L;;NA;;NA;NA;
cogshall;cly;T;3;49;2;;;;;03/11/2007;2007;11;44;V;L;;NA;;NA;NA;
cogshall;cly;T;3;49;2;;;;;15/08/2008;2008;8;33;F;A;3,8;NA;;1;NA;
cogshall;cly;T;3;49;3;;;;;03/11/2007;2007;11;44;V;L;;NA;;NA;NA;
cogshall;cly;T;3;49;4;;;;;03/11/2007;2007;11;44;V;L;;NA;;NA;NA;
cogshall;cly;T;3;50;;;;;;02/08/2007;2007;8;31;F;A;;NA;;NA;NA;
cogshall;cly;T;3;50;;;;;;14/06/2008;2008;6;24;F;L;4,8;NA;;NA;NA;
cogshall;cly;T;3;50;;;;;;14/06/2008;2008;6;24;F;L;;NA;;NA;NA;
cogshall;cly;T;3;50;;;;;;12/06/2008;2008;6;24;F;L;;NA;;NA;NA;
cogshall;cly;T;3;51;;;;;;22/07/2007;2007;7;30;F;A;;NA;;NA;NA;
cogshall;cly;T;3;51;;;;;;31/10/2007;2007;10;44;FV;L;;NA;;NA;NA;
cogshall;cly;T;3;51;1;0;;;;03/08/2008;2008;8;32;F;A;6,6;NA;;1;NA;
cogshall;cly;T;3;52;;;;;;17/07/2007;2007;7;29;F;A;;NA;;NA;NA;
cogshall;cly;T;3;52;;;;;;16/10/2007;2007;10;42;F;L;;NA;;2;NA;
cogshall;cly;T;3;52;1;;;;;20/10/2007;2007;10;42;V;L;3,5;NA;;NA;NA;
cogshall;cly;T;3;52;2;;;;;20/10/2007;2007;10;42;V;L;4,6;NA;;NA;NA;
cogshall;cly;T;3;52;3;;;;;20/10/2007;2007;10;42;V;L;4;NA;;NA;NA;
cogshall;cly;T;3;53;;;;;;14/07/2007;2007;7;28;F;L;;NA;;NA;NA;
cogshall;cly;T;3;53;;;;;;15/07/2007;2007;7;29;F;L;;NA;;NA;NA;
cogshall;cly;T;3;53;1;;;;;24/10/2007;2007;10;43;V;L;;NA;;NA;NA;
cogshall;cly;T;3;53;1;0;;;;04/08/2008;2008;8;32;F;A;4,4;NA;;NA;NA;
cogshall;cly;T;3;53;2;;;;;24/10/2007;2007;10;43;V;L;;NA;;NA;NA;
cogshall;cly;T;3;53;2;0;0;;;02/08/2008;2008;8;31;F;A;7,1;NA;;3;NA;
cogshall;cly;T;3;54;;;;;;04/10/2007;2007;10;40;F;A;5,4;NA;;2;NA;
cogshall;cly;T;3;55;;;;;;24/07/2007;2007;7;30;F;A;8,9;NA;;NA;NA;
cogshall;cly;T;3;55;;;;;;11/10/2007;2007;10;41;F;L;;NA;;1;NA;
cogshall;cly;T;3;55;;;;;;20/10/2007;2007;10;42;FV;L;;NA;;NA;NA;
cogshall;cly;T;3;56;;;;;;24/07/2007;2007;7;30;F;A;3,3;NA;;NA;NA;
cogshall;cly;T;3;57;;;;;;15/07/2007;2007;7;29;F;A;;NA;;NA;NA;
cogshall;cly;T;3;57;1;;;;;20/10/2007;2007;10;42;V;L;5,1;NA;;NA;NA;
cogshall;cly;T;3;57;2;;;;;20/10/2007;2007;10;42;V;L;4;NA;;NA;NA;
cogshall;cly;T;3;57;3;;;;;28/08/2008;2008;8;35;F;A;3,2;NA;;NA;NA;
cogshall;cly;T;3;58;;;;;;25/07/2007;2007;7;30;F;A;;NA;;NA;NA;
cogshall;cly;T;3;58;;;;;;19/08/2008;2008;8;34;F;L;5,2;NA;;NA;NA;
cogshall;cly;T;3;59;;;;;;23/07/2007;2007;7;30;F;A;4,6;NA;;NA;NA;
cogshall;cly;T;3;60;0;;;;;20/10/2007;2007;10;42;V;A;;NA;;NA;NA;
cogshall;cly;T;3;60;0;0;0;;;20/07/2008;2008;7;30;F;A;8;NA;;NA;NA;
cogshall;cly;T;3;60;0;0;0;;;20/07/2008;2008;7;30;F;L;;NA;;NA;NA;
cogshall;cly;T;3;60;0;0;0;;;04/08/2008;2008;8;32;F;L;;NA;;NA;NA;
cogshall;cly;T;20;1;;;;;;15/07/2007;2007;7;29;F;A;;NA;;NA;NA;
cogshall;cly;T;20;1;;;;;;17/09/2007;2007;9;38;F;L;;NA;;NA;NA;
cogshall;cly;T;20;1;;;;;;17/09/2007;2007;9;38;F;L;;NA;;NA;NA;
cogshall;cly;T;20;1;;;;;;17/09/2007;2007;9;38;F;L;;NA;;NA;NA;
cogshall;cly;T;20;1;1;;;;;28/02/2008;2008;2;9;V;L;5,6;NA;;NA;NA;
cogshall;cly;T;20;1;2;;;;;28/02/2008;2008;2;9;V;L;3,9;NA;;NA;NA;
cogshall;cly;T;20;1;2;;;;;15/09/2008;2008;9;38;F;A;;NA;;NA;NA;
cogshall;cly;T;20;1;3;;;;;28/02/2008;2008;2;9;V;L;2,9;NA;;NA;NA;
cogshall;cly;T;20;2;;;;;;17/07/2007;2007;7;29;F;A;;NA;;NA;NA;
cogshall;cly;T;20;2;;;;;;18/09/2007;2007;9;38;F;L;;NA;;1;NA;
cogshall;cly;T;20;2;;;;;;20/09/2007;2007;9;38;F;L;;NA;;NA;NA;
cogshall;cly;T;20;2;;;;;;20/09/2007;2007;9;38;F;L;;NA;;NA;NA;
cogshall;cly;T;20;2;;;;;;20/09/2007;2007;9;38;F;L;;NA;;NA;NA;
cogshall;cly;T;20;2;;;;;;30/06/2008;2008;6;27;F;L;4,5;NA;;NA;NA;
cogshall;cly;T;20;2;1;;;;;03/09/2008;2008;9;36;F;A;3,9;NA;;NA;NA;
cogshall;cly;T;20;2;2;;;;;19/09/2008;2008;9;38;F;A;2,7;NA;;NA;NA;
cogshall;cly;T;20;2;3;;;;;28/02/2008;2008;2;9;V;L;2,4;NA;;NA;NA;
cogshall;cly;T;20;3;;;;;;17/07/2007;2007;7;29;F;A;;NA;;NA;NA;
cogshall;cly;T;20;3;;;;;;22/09/2007;2007;9;38;F;L;;NA;;1;NA;
cogshall;cly;T;20;3;;;;;;22/09/2007;2007;9;38;F;L;;NA;;2;NA;
cogshall;cly;T;20;3;;;;;;22/09/2007;2007;9;38;F;L;;NA;;NA;NA;
cogshall;cly;T;20;3;;;;;;22/09/2007;2007;9;38;F;L;;NA;;NA;NA;
cogshall;cly;T;20;3;;;;;;14/06/2008;2008;6;24;F;A;8;NA;;NA;NA;
cogshall;cly;T;20;3;;;;;;16/06/2008;2008;6;25;F;L;;NA;;NA;NA;
cogshall;cly;T;20;3;;;;;;16/06/2008;2008;6;25;F;L;;NA;;NA;NA;
cogshall;cly;T;20;4;;;;;;18/07/2007;2007;7;29;F;A;8,2;NA;;NA;NA;
cogshall;cly;T;20;4;;;;;;22/09/2007;2007;9;38;F;L;;NA;;4;NA;
cogshall;cly;T;20;4;;;;;;24/09/2007;2007;9;39;F;L;;NA;;NA;NA;
cogshall;cly;T;20;4;;;;;;27/09/2007;2007;9;39;F;L;;NA;;NA;NA;
cogshall;cly;T;20;4;;;;;;28/09/2007;2007;9;39;F;L;;NA;;NA;NA;
cogshall;cly;T;20;4;;;;;;28/09/2007;2007;9;39;F;L;;NA;;NA;NA;
cogshall;cly;T;20;4;;;;;;28/09/2007;2007;9;39;F;L;;NA;;NA;NA;
cogshall;cly;T;20;5;;;;;;16/07/2007;2007;7;29;F;A;;NA;;3;NA;
cogshall;cly;T;20;5;1;;;;;14/09/2008;2008;9;38;F;A;2,7;NA;;NA;NA;
cogshall;cly;T;20;5;2;;;;;11/09/2008;2008;9;37;F;A;2,6;NA;;NA;NA;
cogshall;cly;T;20;5;3;;;;;06/03/2008;2008;3;10;V;L;2,5;NA;;NA;NA;
cogshall;cly;T;20;5;4;;;;;11/09/2008;2008;9;37;F;A;2,8;NA;;NA;NA;
cogshall;cly;T;20;6;;;;;;15/07/2007;2007;7;29;F;A;;NA;;NA;NA;
cogshall;cly;T;20;6;;;;;;24/09/2007;2007;9;39;F;L;;NA;;NA;NA;
